cuisine,num_recipes,avg_total_ingredients,avg_luxury_score,pct_dairy,pct_meat,pct_poultry,pct_seafood,pct_vegetable,pct_fruit,pct_grain,pct_sweetener,pct_fat,pct_spice,pct_herb,pct_nut,pct_legume,pct_baked goods,pct_seasoning,pct_condiment,pct_beverage,pct_dessert,pct_aromatic,pct_pasta,pct_seed,pct_egg,GDP_2010,GDP_2022,GDP_growth,GDP_Class,sub_region,PCA1,PCA2,cluster
Belize,3,10.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,5451.13897172477,7068.45478269722,0.2966931900583562,Upper-Middle Income,Central America,-0.8137164720431541,0.1476388414859601,1
Bhutan,1,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2435.57980661188,3711.32767902157,0.5237963744593428,Lower-Middle Income,Southern Asia,-0.7830764868123743,1.0176708320064418,1
Bolivia (Plurinational State of),2,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,Unknown,South America,-1.0717255956668894,0.4298879913206181,1
Bosnia and Herzegovina,1,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4506.47828548389,7655.59421024383,0.6987975366271622,Upper-Middle Income,Southern Europe,1.3664354822637266,-0.7117746063656037,2
Brazil,24,6.708333333333333,0.5,0.0833333333333333,0.25,0.125,0.0,0.2916666666666667,0.25,0.0833333333333333,0.3333333333333333,0.5,0.375,0.2083333333333333,0.0,0.0833333333333333,0.0,0.6666666666666666,0.0416666666666666,0.5833333333333334,0.0416666666666666,0.4166666666666667,0.0,0.0,0.25,11403.2821284616,9281.33334441234,-0.1860822840428599,Upper-Middle Income,South America,-1.0260682100059078,-0.8475348058168202,1
Bulgaria,3,8.333333333333334,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,6863.66706774052,13644.201582807,0.9878880266403413,High Income,Eastern Europe,-1.0428040196828088,0.5462707811464006,1
Cambodia,5,8.2,1.6,0.0,0.0,0.4,0.8,0.4,0.6,0.2,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.4,0.4,0.6,0.0,0.6,0.0,0.0,0.0,952.274616324008,2325.03050040841,1.4415546319858288,Lower-Middle Income,South-Eastern Asia,0.4755608371450926,1.0343694800784302,3
Canada,164,8.408536585365853,0.9329268292682928,0.2256097560975609,0.2012195121951219,0.0914634146341463,0.0609756097560975,0.274390243902439,0.1341463414634146,0.0914634146341463,0.3658536585365853,0.4817073170731707,0.4146341463414634,0.1097560975609756,0.0121951219512195,0.0182926829268292,0.0914634146341463,0.573170731707317,0.2256097560975609,0.4451219512195122,0.0670731707317073,0.4268292682926829,0.0,0.0121951219512195,0.2560975609756097,47560.6666009406,55509.393176404,0.1671281574364266,High Income,Northern America,0.6216892030650883,-1.3526063169106888,2
Central African Republic,1,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,476.873786950728,467.359825026238,-0.0199506917445076,Low Income,Middle Africa,-0.96686317990595,0.5276372291452023,1
Chile,24,12.5,0.75,0.0,0.2083333333333333,0.0833333333333333,0.0,0.2083333333333333,0.3333333333333333,0.125,0.375,0.4583333333333333,0.3333333333333333,0.0833333333333333,0.0,0.0,0.0,0.5833333333333334,0.0,0.4583333333333333,0.0,0.375,0.0,0.0,0.2916666666666667,12632.8704725219,15451.1319576678,0.2230895576168518,High Income,South America,0.0259245343962361,0.1502634942859515,1
China,213,13.014084507042254,1.3849765258215962,0.0093896713615023,0.3568075117370892,0.3615023474178404,0.2347417840375587,0.380281690140845,0.0751173708920187,0.6291079812206573,0.4647887323943662,0.6338028169014085,0.1877934272300469,0.0234741784037558,0.107981220657277,0.0751173708920187,0.0093896713615023,0.4553990610328638,0.5633802816901409,0.5305164319248826,0.0093896713615023,0.6291079812206573,0.0,0.0328638497652582,0.2629107981220657,4550.47394356715,12662.5826712038,1.7826953473944096,Upper-Middle Income,Eastern Asia,1.0168989884945994,1.80582902590654,3
