cuisine,num_recipes,avg_total_ingredients,avg_luxury_score,pct_dairy,pct_meat,pct_poultry,pct_seafood,pct_vegetable,pct_fruit,pct_grain,pct_sweetener,pct_fat,pct_spice,pct_herb,pct_nut,pct_legume,pct_baked goods,pct_seasoning,pct_condiment,pct_beverage,pct_dessert,pct_aromatic,pct_pasta,pct_seed,pct_egg,GDP_2010,GDP_2022,GDP_growth,GDP_Class
Norway,21,10.476190476190476,2.0952380952380953,0.47619047619047616,0.19047619047619047,0.0,0.0,0.38095238095238093,0.047619047619047616,0.0,0.47619047619047616,0.47619047619047616,0.38095238095238093,0.0,0.047619047619047616,0.0,0.047619047619047616,0.7142857142857143,0.0,0.2857142857142857,0.047619047619047616,0.09523809523809523,0.0,0.09523809523809523,0.42857142857142855,88163.2085931423,108798.451165901,0.23405730011468515,High Income
Pakistan,28,22.642857142857142,1.0714285714285714,0.2857142857142857,0.2857142857142857,0.25,0.0,0.5714285714285714,0.21428571428571427,0.17857142857142858,0.10714285714285714,0.75,0.9642857142857143,0.25,0.07142857142857142,0.07142857142857142,0.0,0.8214285714285714,0.07142857142857142,0.5357142857142857,0.0,0.8571428571428571,0.0,0.0,0.07142857142857142,987.304571124485,1538.3228133171,0.5581036068384003,Lower-Middle Income
"Palestine, State of",1,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Unknown
Panama,2,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,8331.46421351868,17332.4360742988,1.0803589417302053,High Income
Paraguay,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4750.96273669322,6205.62595379319,0.30618283024304443,Upper-Middle Income
Peru,40,12.5,0.3,0.025,0.1,0.3,0.025,0.475,0.35,0.225,0.15,0.6,0.475,0.125,0.0,0.0,0.025,0.625,0.35,0.325,0.025,0.525,0.0,0.0,0.125,5072.11494019615,7363.27206939639,0.451716326663456,Upper-Middle Income
Philippines,24,7.958333333333333,0.5833333333333334,0.041666666666666664,0.4166666666666667,0.16666666666666666,0.20833333333333334,0.4166666666666667,0.20833333333333334,0.25,0.3333333333333333,0.6666666666666666,0.4583333333333333,0.16666666666666666,0.0,0.125,0.08333333333333333,0.625,0.20833333333333334,0.5416666666666666,0.0,0.625,0.0,0.0,0.041666666666666664,2162.91375885614,3548.06930572116,0.6404118246478593,Lower-Middle Income
Poland,23,11.695652173913043,1.0,0.34782608695652173,0.391304347826087,0.043478260869565216,0.0,0.391304347826087,0.08695652173913043,0.0,0.21739130434782608,0.6086956521739131,0.34782608695652173,0.13043478260869565,0.0,0.043478260869565216,0.13043478260869565,0.6086956521739131,0.13043478260869565,0.391304347826087,0.0,0.6086956521739131,0.0,0.08695652173913043,0.2608695652173913,12567.7317676382,18891.2121169279,0.5031520775747782,High Income
Portugal,57,10.263157894736842,0.6842105263157895,0.05263157894736842,0.3333333333333333,0.10526315789473684,0.12280701754385964,0.5263157894736842,0.14035087719298245,0.14035087719298245,0.24561403508771928,0.631578947368421,0.3157894736842105,0.22807017543859648,0.0,0.10526315789473684,0.03508771929824561,0.631578947368421,0.05263157894736842,0.7017543859649122,0.05263157894736842,0.5614035087719298,0.017543859649122806,0.0,0.22807017543859648,22551.935098809,24620.519556875,0.09172536409858871,High Income
Puerto Rico,59,7.932203389830509,0.5254237288135594,0.1016949152542373,0.2711864406779661,0.1016949152542373,0.03389830508474576,0.3728813559322034,0.22033898305084745,0.2542372881355932,0.2711864406779661,0.6101694915254238,0.5423728813559322,0.1864406779661017,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.6101694915254238,0.15254237288135594,0.559322033898305,0.03389830508474576,0.3728813559322034,0.0,0.0,0.13559322033898305,26435.74878578,35268.0791015719,0.33410554727857306,High Income
Romania,6,5.833333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.8333333333333334,0.5,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,8399.5374234284,15557.8826247584,0.8522308837345725,High Income
Russian Federation,24,11.083333333333334,0.9166666666666666,0.16666666666666666,0.125,0.08333333333333333,0.0,0.4583333333333333,0.08333333333333333,0.041666666666666664,0.375,0.375,0.4166666666666667,0.16666666666666666,0.0,0.041666666666666664,0.041666666666666664,0.5,0.3333333333333333,0.5,0.041666666666666664,0.375,0.0,0.08333333333333333,0.20833333333333334,10674.990234375,15445.2421875,0.44686241845581315,High Income
Samoa,3,7.666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,3524.2479246203,3869.46639492144,0.09795521702359616,Lower-Middle Income
Saudi Arabia,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22028.3790215788,34454.1957708412,0.5640822112734752,High Income
Serbia,7,7.571428571428571,0.2857142857142857,0.0,0.42857142857142855,0.0,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.8571428571428571,0.0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,5970.92660940072,10022.9688543402,0.6786287137677899,Upper-Middle Income
Singapore,3,13.333333333333334,3.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,1.0,47236.683084953,88428.7024226232,0.8720345428062392,High Income
Slovakia,8,10.625,0.75,0.25,0.375,0.0,0.0,0.625,0.125,0.125,0.25,0.5,0.5,0.125,0.125,0.0,0.0,1.0,0.125,0.625,0.0,0.5,0.0,0.0,0.375,,,,Unknown
Somalia,4,16.0,0.5,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.25,0.0,0.0,0.5,219.202453852397,573.128092470162,1.6146061889256296,Low Income
South Africa,27,13.185185185185185,1.1111111111111112,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.037037037037037035,0.25925925925925924,0.3333333333333333,0.18518518518518517,0.5185185185185185,0.6666666666666666,0.37037037037037035,0.18518518518518517,0.0,0.0,0.037037037037037035,0.6666666666666666,0.14814814814814814,0.6296296296296297,0.14814814814814814,0.5555555555555556,0.0,0.0,0.3333333333333333,7973.47195771517,6523.41097815853,-0.1818606733988139,Upper-Middle Income
Spain,152,13.473684210526315,0.9539473684210527,0.03289473684210526,0.19736842105263158,0.19736842105263158,0.18421052631578946,0.6052631578947368,0.17763157894736842,0.19078947368421054,0.13815789473684212,0.6118421052631579,0.40131578947368424,0.20394736842105263,0.006578947368421052,0.039473684210526314,0.013157894736842105,0.6578947368421053,0.13157894736842105,0.40789473684210525,0.02631578947368421,0.618421052631579,0.02631578947368421,0.0,0.17763157894736842,30658.7422282912,30287.3657583614,-0.012113232407398073,High Income
Sri Lanka,11,8.454545454545455,0.45454545454545453,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.45454545454545453,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.6363636363636364,0.7272727272727273,0.0,0.09090909090909091,0.09090909090909091,0.0,0.6363636363636364,0.18181818181818182,0.7272727272727273,0.0,0.5454545454545454,0.0,0.09090909090909091,0.18181818181818182,2808.36779237408,3342.71989646203,0.19027141157897642,Lower-Middle Income
Sweden,24,10.916666666666666,1.7916666666666667,0.25,0.375,0.041666666666666664,0.0,0.0,0.08333333333333333,0.041666666666666664,0.5833333333333334,0.5416666666666666,0.5416666666666666,0.041666666666666664,0.08333333333333333,0.0,0.25,0.5833333333333334,0.041666666666666664,0.5416666666666666,0.0,0.16666666666666666,0.0,0.0,0.625,52542.8274141037,55296.9371472535,0.05241647373568116,High Income
Switzerland,32,6.59375,0.71875,0.375,0.09375,0.1875,0.03125,0.28125,0.125,0.21875,0.15625,0.625,0.125,0.0625,0.09375,0.03125,0.0625,0.625,0.0625,0.375,0.03125,0.375,0.0,0.0,0.25,76531.3729407691,93245.7952120851,0.21839961350558815,High Income
Syrian Arab Republic,13,9.0,1.1538461538461537,0.15384615384615385,0.46153846153846156,0.07692307692307693,0.0,0.15384615384615385,0.07692307692307693,0.3076923076923077,0.3076923076923077,0.6153846153846154,0.5384615384615384,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.8461538461538461,0.15384615384615385,0.3076923076923077,0.0,0.23076923076923078,0.0,0.0,0.23076923076923078,2730.61477118949,1051.67149587463,-0.6148590760693393,Lower-Middle Income
Thailand,70,10.128571428571428,2.085714285714286,0.05714285714285714,0.1,0.38571428571428573,0.6142857142857143,0.37142857142857144,0.45714285714285713,0.2571428571428571,0.6285714285714286,0.4,0.14285714285714285,0.17142857142857143,0.11428571428571428,0.1,0.02857142857142857,0.22857142857142856,0.5571428571428572,0.38571428571428573,0.0,0.5142857142857142,0.014285714285714285,0.014285714285714285,0.07142857142857142,4973.86288823778,6909.35997481451,0.38913358290470873,Upper-Middle Income
Trinidad and Tobago,2,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,16815.424737361,22004.1997884125,0.30857234545630763,High Income
Tunisia,12,10.916666666666666,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.6666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.5833333333333334,0.6666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.0,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.0,0.5833333333333334,0.0,0.4166666666666667,0.3333333333333333,4291.86120891575,3678.40023411347,-0.1429358837438403,Lower-Middle Income
Turkey,43,11.767441860465116,0.8837209302325582,0.16279069767441862,0.16279069767441862,0.06976744186046512,0.0,0.32558139534883723,0.2558139534883721,0.18604651162790697,0.3488372093023256,0.6046511627906976,0.4418604651162791,0.20930232558139536,0.06976744186046512,0.11627906976744186,0.11627906976744186,0.6744186046511628,0.11627906976744186,0.46511627906976744,0.0,0.4883720930232558,0.0,0.0,0.16279069767441862,,,,Unknown
Ukraine,21,8.714285714285714,0.7619047619047619,0.42857142857142855,0.23809523809523808,0.14285714285714285,0.0,0.5238095238095238,0.14285714285714285,0.09523809523809523,0.19047619047619047,0.7142857142857143,0.2857142857142857,0.23809523809523808,0.047619047619047616,0.0,0.19047619047619047,0.8571428571428571,0.0,0.5714285714285714,0.047619047619047616,0.6190476190476191,0.0,0.047619047619047616,0.5238095238095238,3039.63232421875,4199.6708984375,0.3816377938134029,Upper-Middle Income
United Kingdom of Great Britain and Northern Ireland,17,7.411764705882353,0.9411764705882353,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.35294117647058826,0.0,0.0,0.4117647058823529,0.5882352941176471,0.29411764705882354,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.4117647058823529,0.17647058823529413,0.6470588235294118,0.0,0.23529411764705882,0.0,0.0,0.4117647058823529,,,,Unknown
United States,267,8.280898876404494,0.7752808988764045,0.12734082397003746,0.2808988764044944,0.11610486891385768,0.09363295880149813,0.2247191011235955,0.12359550561797752,0.12359550561797752,0.29213483146067415,0.5430711610486891,0.3707865168539326,0.10112359550561797,0.02247191011235955,0.0449438202247191,0.0599250936329588,0.7191011235955056,0.18352059925093633,0.50187265917603,0.03745318352059925,0.4307116104868914,0.003745318352059925,0.011235955056179775,0.30337078651685395,48650.6643227232,78035.1753604212,0.6039899238122719,High Income
Uruguay,1,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12641.0576849008,20691.9738991763,0.6368862807968968,High Income
Uzbekistan,2,11.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1753.20730243278,2578.66689394219,0.47082828731319376,Lower-Middle Income
Venezuela (Bolivarian Republic of),8,6.0,0.25,0.0,0.0,0.375,0.0,0.25,0.0,0.125,0.25,0.75,0.375,0.125,0.0,0.125,0.0,0.625,0.25,0.625,0.0,0.375,0.0,0.0,0.375,,,,Unknown
Viet Nam,66,11.015151515151516,1.3484848484848484,0.015151515151515152,0.2878787878787879,0.19696969696969696,0.5757575757575758,0.3333333333333333,0.4696969696969697,0.36363636363636365,0.4090909090909091,0.3787878787878788,0.3939393939393939,0.24242424242424243,0.015151515151515152,0.19696969696969696,0.10606060606060606,0.3939393939393939,0.25757575757575757,0.45454545454545453,0.0,0.5757575757575758,0.0,0.0,0.06060606060606061,1683.16182443979,4116.38576094153,1.4456268560579992,Upper-Middle Income
Yemen,1,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,Unknown
Zimbabwe,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,901.554443558321,2040.55245910726,1.263371306843609,Lower-Middle Income
